id	hate_type	hate_severity	to_whom	model
421149	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
839488	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
635770	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
619035	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
380595	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
789897	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
103584	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
205731	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
556690	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
20163	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
887803	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
521652	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
609416	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
484815	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
320638	Profane	Severe	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
530089	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
800714	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
810049	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
164481	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
162373	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
653976	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
533478	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
311161	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
105260	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
92324	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
65012	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
380009	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
112591	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
787484	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
361415	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
936093	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
719329	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
231333	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
142320	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
858204	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
263067	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
63819	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
775378	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
409939	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
716485	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
761526	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
886472	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
152645	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
221364	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
556506	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
236533	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
4379	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
307516	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
787815	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
31923	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
512921	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
650522	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416627	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
272517	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
289810	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
421983	None	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
514310	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
379021	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
502889	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
568411	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
99250	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
914889	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
340597	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
83400	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
703754	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
61782	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
365423	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
728829	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
191066	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
103470	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
290333	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
558332	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
482595	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
735663	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
118805	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
811159	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
761370	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
587816	Religious Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
484019	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
461001	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
170739	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
209203	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
346806	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
117959	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
536538	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
278051	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
410660	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
21797	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
611401	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
117360	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
800626	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
467625	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
406265	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
317916	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
664064	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
114385	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
684851	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
462934	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
84786	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
774529	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
650310	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
597368	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
316158	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
802473	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
201286	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
352254	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
657837	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
882420	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
388956	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
429179	Religious Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
593920	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
851216	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
626877	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
724661	None	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
587009	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
902677	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
62267	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
397574	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
528572	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
519976	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
8834	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
664684	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
556944	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
605199	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
681973	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
751924	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
859340	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
938930	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
270188	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
642376	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
218828	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
385211	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
371933	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
492912	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
741682	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
73903	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
320611	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
288098	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
582958	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
595433	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
520279	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
347161	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
648433	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
365914	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
373969	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
474989	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
622573	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
120673	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
687064	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
235531	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
776252	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
638119	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
409931	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
434699	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
420374	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
125886	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
120592	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
865202	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
669260	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
407167	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
335782	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
57246	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
191624	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
273545	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
769399	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
239609	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
518604	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
550866	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
127578	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
611591	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
6142	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
399198	Religious Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
184693	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
844444	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
306845	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
837885	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
817071	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
427446	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
79478	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
751213	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
561917	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
699314	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
42580	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
